ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2023-12-12,4643.7001953125,3808380000,12,12,none event,none event,0.031,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,28.0,1
2023-12-13,4707.08984375,5063650000,12,13,none event,none event,none event,0.009,none event,none event,0.055,,,,,-1.0,-1.0,,,,,,,0.0,0.0,1,0.0,1
2023-12-14,4719.5498046875,6314040000,12,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2023-12-15,4719.18994140625,8218980000,12,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,1
2023-12-18,4740.56005859375,4060340000,12,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2023-12-19,4768.3701171875,4026970000,12,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2023-12-20,4698.35009765625,4201320000,12,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2023-12-21,4746.75,3431180000,12,21,0.049,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,6.0,0
2023-12-22,4754.6298828125,3046770000,12,22,none event,none event,none event,none event,none event,0.032,none event,,,,,,,,,,,-1.0,-1.0,,,1,7.0,1
2023-12-26,4774.75,2513910000,12,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2023-12-27,4781.580078125,2748450000,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2023-12-28,4783.35009765625,2698860000,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2023-12-29,4769.830078125,3126060000,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2024-01-02,4742.830078125,3743050000,1,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2024-01-03,4704.81005859375,3950760000,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-01-04,4688.68017578125,3715480000,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2024-01-05,4697.240234375,3844370000,1,5,none event,216K,none event,none event,0.037,none event,none event,,,,,,,1.0,1.0,-1.0,0.0,,,,,1,15.0,0
2024-01-08,4763.5400390625,3742320000,1,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-01-09,4756.5,3529960000,1,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-01-10,4783.4501953125,3498680000,1,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-01-11,4780.240234375,3759890000,1,11,none event,none event,0.034,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,19.0,0
2024-01-12,4783.830078125,3486340000,1,12,none event,none event,none event,0.01,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,20.0,0
2024-01-16,4765.97998046875,4260550000,1,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2024-01-17,4739.2099609375,3928600000,1,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2024-01-18,4780.93994140625,4019000000,1,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2024-01-19,4839.81005859375,4287200000,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2024-01-22,4850.43017578125,4297610000,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-01-23,4864.60009765625,3912800000,1,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2024-01-24,4868.5498046875,4330030000,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-01-25,4894.16015625,4020430000,1,25,0.033,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,28.0,1
2024-01-26,4890.97021484375,3353400000,1,26,none event,none event,none event,none event,none event,0.029,none event,,,,,,,,,,,-1.0,-1.0,,,1,29.0,0
2024-01-29,4927.93017578125,3525160000,1,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,0
2024-01-30,4924.97021484375,3836130000,1,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2024-01-31,4845.64990234375,4696120000,1,31,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2024-02-01,4906.18994140625,4386090000,2,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2024-02-02,4958.60986328125,3974350000,2,2,none event,353K,none event,none event,0.037,none event,none event,,,,,,,1.0,1.0,-1.0,0.0,,,,,1,2.0,0
2024-02-05,4942.81005859375,4023640000,2,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2024-02-06,4954.22998046875,4440880000,2,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-02-07,4995.06005859375,4895590000,2,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2024-02-08,4997.91015625,4341860000,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2024-02-09,5026.60986328125,3912990000,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2024-02-12,5021.83984375,3805740000,2,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2024-02-13,4953.169921875,4302190000,2,13,none event,none event,0.031,none event,none event,none event,none event,1.0,-1.0,,,,,,,,,,,,,1,9.0,0
2024-02-14,5000.6201171875,3845600000,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2024-02-15,5029.72998046875,4137970000,2,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2024-02-16,5005.56982421875,3833270000,2,16,none event,none event,none event,0.009,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,12.0,0
2024-02-20,4975.509765625,4034880000,2,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-02-21,4981.7998046875,3788390000,2,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2024-02-22,5087.02978515625,4051710000,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2024-02-23,5088.7998046875,3672790000,2,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-02-26,5069.52978515625,3683930000,2,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-02-27,5078.18017578125,3925950000,2,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-02-28,5069.759765625,3789370000,2,28,0.032,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,19.0,0
2024-02-29,5096.27001953125,5219740000,2,29,none event,none event,none event,none event,none event,0.028,none event,,,,,,,,,,,0.0,-1.0,,,1,20.0,0
2024-03-01,5137.080078125,4748110000,3,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2024-03-04,5130.9501953125,4758440000,3,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2024-03-05,5078.64990234375,4418410000,3,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2024-03-06,5104.759765625,4559050000,3,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2024-03-07,5157.35986328125,4137980000,3,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2024-03-08,5123.68994140625,4208870000,3,8,none event,275K,none event,none event,0.039,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,26.0,0
2024-03-11,5117.93994140625,3896430000,3,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2024-03-12,5175.27001953125,4080510000,3,12,none event,none event,0.032,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,28.0,0
2024-03-13,5165.31005859375,4282890000,3,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2024-03-14,5150.47998046875,4687970000,3,14,none event,none event,none event,0.016,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,30.0,0
2024-03-15,5117.08984375,7753670000,3,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2024-03-18,5149.419921875,4036220000,3,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2024-03-19,5178.509765625,4031760000,3,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0,0
2024-03-20,5224.6201171875,4064850000,3,20,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2024-03-21,5241.52978515625,4207730000,3,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2024-03-22,5234.18017578125,3374700000,3,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2024-03-25,5218.18994140625,3331360000,3,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,1
2024-03-26,5203.580078125,3871790000,3,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2024-03-27,5248.490234375,3850500000,3,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2024-03-28,5254.35009765625,3998270000,3,28,0.034,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,6.0,0
2024-04-01,5243.77001953125,3325930000,4,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2024-04-02,5205.81005859375,3886590000,4,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2024-04-03,5211.490234375,3703250000,4,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2024-04-04,5147.2099609375,4075680000,4,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2024-04-05,5204.33984375,3386780000,4,5,none event,303K,none event,none event,0.038,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,11.0,0
2024-04-08,5202.39013671875,3278180000,4,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2024-04-09,5209.91015625,3400680000,4,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2024-04-10,5160.64013671875,3845930000,4,10,none event,none event,0.035,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,14.0,0
2024-04-11,5199.06005859375,3509380000,4,11,none event,none event,none event,0.021,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,15.0,0
2024-04-12,5123.41015625,3963220000,4,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2024-04-15,5061.81982421875,3950210000,4,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2024-04-16,5051.41015625,4006200000,4,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2024-04-17,5022.2099609375,3596130000,4,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2024-04-18,5011.1201171875,3619760000,4,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2024-04-19,4967.22998046875,3878750000,4,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2024-04-22,5010.60009765625,3820250000,4,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
2024-04-23,5070.5498046875,3751400000,4,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,1
2024-04-24,5071.6298828125,3656740000,4,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,1
